title,maingenre,popularity,budgetM,revenueM,profitM,release_date,runtime,vote_average,vote_count,Collection
Going the Distance,Comedy,6.876053,32,42,10,9/1/2010,102,6,271,
Wimbledon,Comedy,14.224013,31,42,11,9/13/2004,98,6,303,
The Hours,Drama,14.686487,25,42,17,12/27/2002,114,7,461,
Undercover Brother,Action,5.00725,25,42,17,5/31/2002,86,5.5,113,
The Fisher King,Comedy,11.184385,24,42,18,9/9/1991,137,7.2,346,
Zack and Miri Make a Porno,Comedy,6.449332,24,42,18,9/18/2008,102,6.1,734,
Blue Thunder,Science Fiction,10.456371,22,42,20,2/5/1983,109,5.9,117,
Teenage Mutant Ninja Turtles III,Action,8.13688,21,42,21,3/17/1993,96,5.1,189,Teenage Mutant Ninja Turtles (Original) Collection
Orphan,Horror,8.730934,20,42,22,7/24/2009,123,6.7,1296,
Mr. Brooks,Drama,7.423812,20,42,22,6/1/2007,120,6.8,543,
Never Back Down,Drama,14.753931,20,42,22,3/4/2008,115,6.5,511,Never Back Down Collection
Almost Christmas,Comedy,7.288877,17,42,25,11/11/2016,111,5.4,195,
Love the Coopers,Comedy,5.660649,17,42,25,11/12/2015,107,5.4,169,
The Hurt Locker,Drama,9.403724,15,42,27,10/10/2008,131,7.2,1881,
My Name Is Khan,Drama,11.264586,12,42,30,2/12/2010,145,7.7,237,
Casino Royale,Adventure,13.300519,12,42,30,4/13/1967,131,5.3,153,James Bond Collection
The Salvation,Drama,8.253705,11,42,31,5/22/2014,100,6.2,285,
The Fourth Kind,Mystery,13.751992,10,42,32,11/6/2009,98,5.8,451,
Set It Off,Drama,6.85606,9,42,33,11/6/1996,118,6.9,66,
Around the World in Eighty Days,Adventure,6.164226,6,42,36,10/17/1956,167,6.5,85,
Bullitt,Action,7.01973,6,42,36,10/17/1968,113,7,273,
Time Bandits,Family,9.841623,5,42,37,7/13/1981,116,6.6,255,
The Return of the Pink Panther,Mystery,6.501177,5,42,37,5/21/1975,113,6.7,138,The Pink Panther (Original) Collection
Doctor Who,TV Movie,5.147819,5,42,37,3/31/1996,89,6,64,
Leatherheads,Comedy,9.37102,58,41,-17,3/24/2008,114,5.7,131,
Gremlins 2: The New Batch,Comedy,14.383185,50,41,-9,6/15/1990,106,6.3,664,The Gremlins Collection
Dredd,Action,12.1524,50,41,-9,9/7/2012,95,6.6,1971,
Gamer,Action,9.730681,50,41,-9,9/3/2009,95,5.6,778,
Pinocchio,Comedy,6.463613,40,41,1,12/25/2002,108,5.6,144,
Gridiron Gang,Action,5.025475,30,41,11,9/15/2006,125,6.6,210,
Private Parts,Comedy,10.928417,28,41,13,3/7/1997,109,6.7,106,
30 Minutes or Less,Action,9.763493,28,41,13,8/11/2011,83,5.6,537,
La VÃ©ritÃ© si je Mens ! 3,Comedy,3.81584,25,41,16,1/31/2012,120,5.3,98,Would I Lie to You? Collection
Falling Down,Crime,10.175138,25,41,16,2/26/1993,113,7.2,837,
Freedom Writers,Crime,13.585233,21,41,20,1/5/2007,123,7.6,368,
Man of the Year,Comedy,7.018483,20,41,21,10/9/2006,115,5.8,129,
This Is Where I Leave You,Drama,11.313659,20,41,21,9/10/2014,103,6.5,512,
House on Haunted Hill,Horror,10.187278,19,41,22,10/29/1999,93,5.5,211,House on Haunted Hill Collection
Poltergeist II: The Other Side,Horror,6.701138,19,41,22,5/23/1986,91,5.8,172,Poltergeist Collection
T2 Trainspotting,Crime,17.645877,18,41,23,1/27/2017,117,7.1,795,Trainspotting Collection
Peggy Sue Got Married,Comedy,7.471655,18,41,23,10/5/1986,103,5.9,138,
Ricki and the Flash,Comedy,16.778946,18,41,23,7/10/2015,100,5.6,273,
John Tucker Must Die,Comedy,7.810301,18,41,23,7/27/2006,87,5.9,375,
Clash of the Titans,Adventure,7.50381,15,41,26,3/15/1981,118,6.8,208,
Three Fugitives,Comedy,3.96986,15,41,26,1/27/1989,96,6,49,
The Dark Crystal,Fantasy,13.524001,15,41,26,12/17/1982,93,7.3,233,
Absence of Malice,Drama,3.21594,12,41,29,12/18/1981,116,6.8,42,
Happy Gilmore,Comedy,9.592265,12,41,29,2/16/1996,92,6.5,767,
Quarantine,Horror,6.140116,12,41,29,10/10/2008,89,5.6,343,Quarantine Collection
Gabbar Is Back,Drama,1.812728,11,41,30,5/1/2015,128,7,33,
A Walk to Remember,Drama,8.054499,11,41,30,1/25/2002,101,7.5,1057,
Whale Rider,Drama,11.040186,8,41,33,1/30/2003,101,7.1,114,
The Lady in the Van,Comedy,5.799373,6,41,35,11/13/2015,104,6,225,
Pee-wee's Big Adventure,Adventure,11.461437,6,41,35,7/26/1985,90,6.6,239,"name': ""Pee-wee's Collection"", "
Of Gods and Men,Drama,4.476836,4,41,37,5/18/2010,120,6.5,93,
The French Connection,Action,6.694959,2,41,39,10/9/1971,104,7.4,435,French Connection Collection
I Still Know What You Did Last Summer,Horror,11.023042,65,40,-25,11/13/1998,100,5.1,381,I Know What You Did Last Summer Collection
Bridget Jones: The Edge of Reason,Comedy,7.78817,50,40,-10,11/10/2004,108,6.1,775,Bridget Jones Collection
Blast from the Past,Comedy,8.355977,35,40,5,2/12/1999,112,6.3,247,
Reds,Drama,5.463216,32,40,8,12/25/1981,195,7.1,70,
Hardball,Comedy,7.674549,32,40,8,9/14/2001,106,6.3,126,
Safe,Action,8.234382,30,40,10,4/16/2012,94,6.3,808,
2010,Thriller,7.482865,28,40,12,12/6/1984,116,6.6,290,The Space Odyssey Series
Hocus Pocus,Comedy,10.390708,28,40,12,7/16/1993,96,6.5,491,
War,Action,12.077833,25,40,15,8/24/2007,103,6,422,
Diary of a Wimpy Kid: The Long Haul,Comedy,28.176992,22,40,18,5/19/2017,91,6.1,48,Diary of a Wimpy Kid Collection
The Roommate,Thriller,8.453293,16,40,24,2/4/2011,91,5.3,230,
The Faculty,Horror,13.462253,15,40,25,12/25/1998,104,6.2,500,
All About Steve,Comedy,9.288013,15,40,25,9/4/2009,99,4.7,302,
Out for Justice,Action,6.892056,14,40,26,4/12/1991,91,5.9,113,
Dancer in the Dark,Drama,10.684806,13,40,27,5/17/2000,140,7.7,392,Heart of Gold Collection
Jackie Brown,Comedy,16.415498,12,40,28,12/24/1997,154,7.3,1580,
Carol,Romance,8.364201,12,40,28,11/20/2015,118,7.3,1014,
The Forest,Horror,7.384688,10,40,30,1/7/2016,95,4.8,478,
Bill & Ted's Excellent Adventure,Adventure,15.109261,10,40,30,2/17/1989,90,6.7,464,"name': ""Bill & Ted's Most Excellent Collection"", "
Memento,Mystery,15.450789,9,40,31,10/11/2000,113,8.1,4168,
Hannah and Her Sisters,Comedy,9.57874,6,40,34,2/7/1986,107,7.6,224,
Caddyshack,Comedy,10.451986,6,40,34,7/25/1980,98,6.7,370,Caddyshack Collection
Bad Education,Crime,7.66414,5,40,35,3/19/2004,106,7.1,223,
"As Above, So Below",Horror,10.846585,5,40,35,8/14/2014,93,6.1,788,
The Witch,Mystery,11.840138,4,40,36,2/19/2016,92,6.3,1471,
Beyond the Valley of the Dolls,Comedy,3.129943,2,40,38,7/17/1970,109,6.6,53,
Mars Needs Moms,Adventure,7.24717,150,39,-111,3/9/2011,88,5.6,202,
The Legend of Bagger Vance,Fantasy,9.034884,80,39,-41,11/2/2000,126,6.4,259,
Agora,Adventure,8.029671,70,39,-31,5/17/2009,127,6.9,404,
Basic Instinct 2,Crime,15.321902,70,39,-31,3/29/2006,114,4.6,183,Basic Instinct Collection
Sin City: A Dame to Kill For,Crime,20.623642,65,39,-26,8/20/2014,102,6.3,1314,Sin City Collection
The Spirit,Action,5.762005,60,39,-21,12/25/2008,103,4.7,323,
The Life of David Gale,Drama,9.930326,50,39,-11,2/21/2003,130,7.3,497,
Dream House,Drama,9.995617,50,39,-11,9/30/2011,84,5.8,401,
The Wicker Man,Mystery,9.423256,40,39,-1,9/1/2006,102,4,355,
Serenity,Science Fiction,11.919995,39,39,0,8/25/2005,119,7.4,1287,
Furry Vengeance,Comedy,10.794556,35,39,4,4/2/2010,92,4.6,150,
Clockstoppers,Adventure,5.373623,26,39,13,3/17/2002,94,4.9,89,
Clockstoppers,Adventure,4.920175,26,39,13,3/17/2002,94,4.9,90,
The Sisterhood of the Traveling Pants,Drama,9.263965,25,39,14,6/1/2005,119,6.3,396,The Sisterhood of the Traveling Pants Collection
The Gambler,Thriller,8.728556,25,39,14,12/25/2014,111,5.7,550,
Little Shop of Horrors,Horror,7.409179,25,39,14,12/19/1986,94,6.7,389,
Accepted,Comedy,7.06088,23,39,16,8/18/2006,93,6.2,412,
Postcards from the Edge,Comedy,2.523655,22,39,17,9/12/1990,101,6.3,53,
Crocodile Dundee in Los Angeles,Adventure,6.640385,21,39,18,4/12/2001,92,4.7,149,Crocodile Dundee Collection
The Grudge 2,Horror,6.768804,20,39,19,10/13/2006,102,5.3,288,The Grudge Collection
Alpha and Omega,Family,8.16645,20,39,19,9/17/2010,88,5.3,125,Alpha and Omega Collection
Dumb and Dumberer: When Harry Met Lloyd,Comedy,9.280038,19,39,20,6/13/2003,85,4.1,211,Dumb and Dumber Collection
Blind Date,Comedy,6.696292,18,39,21,3/27/1987,95,5.6,115,
Halloween II,Horror,7.490807,15,39,24,8/28/2009,105,5.1,273,Halloween (Rob Zombie Series) Collection
Urban Legends: Final Cut,Horror,12.243528,14,39,25,9/19/2000,97,4.4,102,Urban Legend
The Great Mouse Detective,Comedy,11.183924,14,39,25,7/2/1986,74,6.9,334,
The Sea Inside,Drama,14.69768,13,39,26,9/3/2004,125,7.2,224,
Dead Man Walking,Drama,6.891317,11,39,28,12/29/1995,122,7.3,350,
Nightcrawler,Crime,21.277073,9,39,30,10/23/2014,117,7.6,3475,
50/50,Comedy,11.869481,8,39,31,9/30/2011,100,7,1287,
Crazy Heart,Drama,9.347931,7,39,32,12/16/2009,112,6.8,279,
The Grudge 3,Mystery,10.510468,5,39,34,5/12/2009,90,5.3,150,The Grudge Collection
Day Watch,Fantasy,7.42908,4,39,35,1/1/2006,132,6.2,170,World of Watches Collection
The Sword and the Sorcerer,Action,3.523637,4,39,35,4/1/1982,100,5.6,30,
Happily N'Ever After,Animation,13.139893,47,38,-9,9/14/2006,75,4.6,108,"name': ""Happily N'Ever After Collection"", "
The Producers,Comedy,5.037224,45,38,-7,12/25/2005,134,6.1,153,
Last Holiday,Adventure,5.53836,45,38,-7,1/13/2006,112,6.4,123,
Quest for Camelot,Fantasy,13.02535,40,38,-2,5/15/1998,86,6.9,193,
Howard the Duck,Comedy,10.722672,37,38,1,8/1/1986,110,5.1,227,
Midnight Run,Adventure,5.564321,30,38,8,7/20/1988,126,7.2,241,
Just My Luck,Comedy,6.053567,28,38,10,5/12/2006,103,5.8,512,
The Running Man,Action,9.389976,27,38,11,11/13/1987,101,6.4,713,
Million Dollar Arm,Drama,9.453942,25,38,13,5/9/2014,124,6.6,264,
City Heat,Action,12.881025,25,38,13,12/5/1984,93,5.1,49,
Spaceballs,Comedy,9.10373,23,38,15,6/24/1987,96,6.7,924,
How Stella Got Her Groove Back,Comedy,3.645263,20,38,18,8/14/1998,124,6,24,
The Covenant,Action,12.72212,20,38,18,9/8/2006,97,5.2,295,
Hotel Rwanda,Drama,10.262332,18,38,20,9/11/2004,121,7.5,805,
Killing Them Softly,Crime,6.777326,15,38,23,9/20/2012,97,5.8,751,
Halloween: Resurrection,Horror,8.502529,13,38,25,7/1/2002,94,4.5,230,Halloween Collection
The Doctor,Drama,8.337242,12,38,26,7/24/1991,122,6.6,24,
Employee of the Month,Comedy,8.596352,12,38,26,10/6/2006,103,5.4,156,
Hell or High Water,Crime,12.565896,12,38,26,8/12/2016,102,7.2,1304,
The Secret Life of Bees,Adventure,6.390463,11,38,27,9/17/2008,114,7.4,159,
Om Shanti Om,Comedy,4.384156,9,38,29,11/7/2007,170,7.2,85,
The In-Laws,Action,3.336115,9,38,29,6/15/1979,103,6.7,26,
Jumping the Broom,Comedy,2.664211,7,38,31,5/6/2011,112,6,57,
Bachelor Party,Comedy,5.511756,6,38,32,6/29/1984,105,5.8,156,Bachelor Party Collection
National Lampoonâ€™s Van Wilder,Comedy,7.668576,5,38,33,3/29/2002,92,5.9,867,National Lampoonâ€™s Van Wilder Collection
Red Dawn,Action,8.233168,4,38,34,8/10/1984,114,6.4,217,
Annie Hall,Comedy,18.146043,4,38,34,4/19/1977,93,7.8,1044,
The Black Stallion,Adventure,10.246132,3,38,35,10/17/1979,118,7,59,The Black Stallion Collection
Admiral,Drama,3.462653,2,38,36,6/6/2008,123,6.8,41,
Tom Jones,Adventure,3.315827,1,38,37,10/6/1963,128,6.1,40,
The Wild,Family,7.904333,80,37,-43,3/6/2006,94,5.1,246,
Titan A.E.,Animation,7.515631,75,37,-38,6/16/2000,94,6.3,320,
The Majestic,Drama,8.063684,72,37,-35,12/21/2001,152,6.6,193,
My Favorite Martian,Comedy,12.65102,65,37,-28,2/11/1999,94,5.1,81,
Junior,Comedy,6.710215,60,37,-23,11/22/1994,109,4.7,381,
Psycho,Horror,6.715898,60,37,-23,12/4/1998,105,4.8,233,
The Bachelor,Comedy,5.061725,51,37,-14,11/5/1999,101,4.5,84,
Snowden,Drama,14.384554,40,37,-3,9/15/2016,134,7,1285,
One for the Money,Action,6.322435,40,37,-3,1/26/2012,91,5.3,392,
Bounce,Drama,13.349518,35,37,2,11/15/2000,106,5.5,120,
Alive,Action,8.662287,32,37,5,1/15/1993,120,6.7,383,
Carlito's Way,Action,8.698509,30,37,7,11/10/1993,144,7.7,805,
Keeping the Faith,Comedy,6.045585,30,37,7,4/14/2000,127,5.9,161,
The Family,Crime,8.047735,30,37,7,9/13/2013,111,6.1,1052,
Highlander: The Final Dimension,Action,6.866634,26,37,11,11/29/1994,99,4.5,110,Highlander Collection
Don't Be Afraid of the Dark,Fantasy,8.67817,25,37,12,11/6/2010,99,5.4,347,
Taxi,Thriller,7.745017,25,37,12,10/6/2004,97,4.8,245,
Return to Me,Romance,5.269733,24,37,13,4/7/2000,115,6.1,68,
Joy Ride,Mystery,10.337689,23,37,14,10/5/2001,97,6.3,328,Joy Ride Collection
My Best Friend's Girl,Romance,14.114136,20,37,17,9/19/2008,101,5.4,223,
Burnt,Drama,8.066726,20,37,17,10/2/2015,100,6.3,974,
Uptown Girls,Comedy,5.555088,20,37,17,8/15/2003,92,6.1,193,
The 'Burbs,Comedy,7.889227,18,37,19,2/17/1989,101,6.6,312,
Becoming Jane,Drama,7.829737,17,37,20,3/2/2007,120,6.9,325,
Ex Machina,Drama,14.14078,15,37,22,1/21/2015,108,7.6,4862,
Raising Cain,Drama,8.816951,12,37,25,8/7/1992,91,5.9,66,
Oliver!,Drama,8.630078,10,37,27,9/26/1968,153,7,106,
Gifted,Drama,16.025911,7,37,30,4/12/2017,101,7.7,549,
Do the Right Thing,Drama,10.465403,7,37,30,6/30/1989,120,7.6,301,
South Pacific,Music,2.747118,6,37,31,3/18/1958,157,6.3,29,
Friday the 13th Part III,Horror,7.99229,4,37,33,8/13/1982,95,5.7,257,Friday the 13th Collection
Rear Window,Drama,17.911314,1,37,36,8/1/1954,112,8.2,1531,
The Boat That Rocked,Drama,8.395618,50,36,-14,4/1/2009,116,7.2,678,
Riding in Cars with Boys,Comedy,4.556123,48,36,-12,10/19/2001,132,6.5,108,
Hanging Up,Comedy,6.474767,40,36,-4,2/16/2000,94,5,42,
Jersey Girl,Comedy,5.706507,35,36,1,3/25/2004,102,5.8,333,
Larry Crowne,Comedy,10.778028,30,36,6,6/30/2011,98,5.7,369,
The Best of Me,Drama,8.196975,26,36,10,10/16/2014,117,7.2,777,
Beauty Shop,Comedy,6.795949,25,36,11,6/2/2005,105,5.4,118,
Vegas Vacation,Comedy,9.304901,25,36,11,2/13/1997,93,6,175,"name': ""National Lampoon's Vacation Collection"", "
Robin Hood: Men in Tights,Comedy,17.136672,20,36,16,7/28/1993,104,6.4,575,
The Black Hole,Adventure,7.499388,20,36,16,12/18/1979,98,6.1,132,
Love Happens,Drama,10.279603,18,36,18,9/18/2009,109,5.6,188,
127 Hours,Adventure,11.176797,18,36,18,11/5/2010,94,7,2668,
No Way Out,Action,11.457803,15,36,21,8/14/1987,114,6.9,155,
Taps,Drama,5.355452,14,36,22,12/20/1981,126,6.5,81,
Child's Play 2,Drama,14.310479,13,36,23,11/9/1990,84,5.8,323,"name': ""Child's Play Collection"", "
Ip Man 2,Action,1.9602,13,36,23,4/21/2010,109,7.2,684,Ip Man Collection
Mad Max Beyond Thunderdome,Action,12.689648,12,36,24,6/29/1985,107,5.9,765,Mad Max Collection
Jobs,Drama,14.294019,12,36,24,8/16/2013,128,6,1183,
Baby Geniuses,Science Fiction,7.707344,12,36,24,3/12/1999,97,3.3,75,
Hostel: Part II,Horror,8.916747,10,36,26,6/8/2007,93,5.6,464,Hostel Collection
A Walk in the Woods,Adventure,12.019571,8,36,28,9/2/2015,104,5.7,266,
Devil's Due,Horror,10.591125,7,36,29,1/8/2014,89,4.4,218,
The Robe,Drama,3.826281,4,36,32,9/16/1953,135,6.4,43,Demetrius Filmreihe
The Greatest Show on Earth,Action,4.011363,4,36,32,1/10/1952,152,6.6,51,
Bowling for Columbine,Documentary,11.393859,4,36,32,10/9/2002,120,7.3,467,
Dirty Harry,Action,10.255315,4,36,32,12/21/1971,102,7.4,630,Dirty Harry Collection
Last Tango in Paris,Drama,12.74564,1,36,35,10/14/1972,129,7.1,240,
K-19: The Widowmaker,Drama,7.718723,100,35,-65,7/19/2002,138,6.1,273,
Thirteen Days,Drama,10.204559,80,35,-45,12/24/2000,145,6.9,192,
The Adventures of Rocky & Bullwinkle,Action,11.880936,76,35,-41,6/30/2000,88,3.9,89,
Money Train,Action,7.337906,60,35,-25,11/21/1995,103,5.4,224,
The Life Aquatic with Steve Zissou,Adventure,6.936677,50,35,-15,12/10/2004,119,7.1,781,
Original Sin,Thriller,9.970359,42,35,-7,8/3/2001,118,5.8,200,
Frankenweenie,Animation,10.296047,39,35,-4,10/4/2012,87,6.6,951,
The Bad News Bears,Comedy,8.399441,35,35,0,4/7/1976,102,7,100,The Bad New Bears Collection
Mermaids,Comedy,5.55237,31,35,4,12/14/1990,110,6.5,124,
Assault on Precinct 13,Thriller,11.552956,30,35,5,1/19/2005,109,6,318,
Take the Lead,Music,5.364459,30,35,5,3/17/2006,108,6.6,171,
Miss Potter,Drama,8.599342,30,35,5,12/3/2006,92,6.3,143,
Red Heat,Action,14.25013,29,35,6,6/17/1988,104,5.8,360,
Forbidden Kingdom,Thriller,5.653476,26,35,9,1/30/2014,127,4.9,71,Viy Collection
The Sitter,Comedy,13.105682,25,35,10,12/9/2011,81,5.4,330,
The Informant!,Drama,11.698089,22,35,13,9/18/2009,108,6,305,
Crank: High Voltage,Action,10.044642,20,35,15,4/16/2009,96,5.9,878,Crank Collection
Secret in Their Eyes,Crime,6.79115,20,35,15,10/14/2015,111,6.2,341,
Gone Baby Gone,Crime,6.148516,19,35,16,10/19/2007,113,7.2,1034,
A Very Harold & Kumar Christmas,Comedy,10.724679,19,35,16,11/4/2011,108,6,335,Harold & Kumar Collection
Vacancy,Horror,7.712309,19,35,16,4/20/2007,80,6,406,Vacancy Collection
Assembly,Action,7.404835,16,35,19,10/9/2007,124,7.1,35,
Hawaii,Drama,3.210693,15,35,20,10/10/1966,189,5.8,13,
The Place Beyond the Pines,Drama,7.492658,15,35,20,3/20/2013,140,6.8,1689,
Mississippi Burning,Thriller,13.971865,15,35,20,12/8/1988,128,7.4,336,
In Bruges,Comedy,9.895652,15,35,20,2/8/2008,107,7.4,1414,
The Skulls,Crime,11.363754,15,35,20,3/31/2000,106,5.7,160,The Skulls Collection
Whatever Works,Comedy,8.930341,15,35,20,6/19/2009,92,6.8,365,
The Killing Fields,War,11.460364,14,35,21,11/2/1984,141,7.5,180,
Dangerous Liaisons,Drama,11.46781,14,35,21,12/16/1988,119,7.1,267,
White Fang,Action,12.318052,14,35,21,1/18/1991,107,6.5,139,White Fang Collection
Arbitrage,Drama,5.808496,12,35,23,9/14/2012,100,6.1,300,
Excalibur,Fantasy,8.800455,11,35,24,4/10/1981,140,7.1,241,
Freddy's Dead: The Final Nightmare,Horror,11.560358,11,35,24,9/5/1991,89,5.1,280,A Nightmare on Elm Street Collection
The Best Man,Drama,5.055141,9,35,26,10/22/1999,120,6.8,38,The Best Man Collection
Fletch Lives,Comedy,10.357224,8,35,27,3/17/1989,95,5.8,98,Fletch Collection
My Week with Marilyn,Drama,12.203066,6,35,29,10/17/2011,99,6.6,418,
Room,Drama,12.443291,6,35,29,10/16/2015,117,8.1,2838,
Welcome to the North,Comedy,5.219214,6,35,29,1/18/2012,110,5.6,276,Benvenuti al... Collection
Giant,Action,10.864284,5,35,30,10/10/1956,201,7.5,169,
Psycho II,Horror,6.370495,5,35,30,6/3/1983,113,6,128,Psycho Collection
Salmon Fishing in the Yemen,Drama,6.753328,5,35,30,9/10/2011,107,6.3,325,
The Kids Are All Right,Comedy,5.899155,4,35,31,7/9/2010,106,6.5,512,
Midnight Express,Drama,7.186048,2,35,33,9/12/1978,121,7.6,309,
Courageous,Drama,7.666558,1,35,34,9/30/2011,129,6.8,77,
Ghoulies,Comedy,4.734765,1,35,34,11/8/1984,81,4.2,58,Ghoulies Collection
Woodstock,History,3.624542,1,35,34,3/26/1970,225,7.1,67,
I Spy,Action,10.404277,70,34,-36,10/31/2002,97,5.2,276,
The Relic,Horror,7.699967,60,34,-26,1/10/1997,110,5.8,130,
Stuck on You,Comedy,6.96675,55,34,-21,12/10/2003,118,5.1,194,
The Hunted,Drama,7.481524,55,34,-21,3/11/2003,94,6,194,
Victor Frankenstein,Drama,9.447808,40,34,-6,11/10/2015,109,5.6,697,
The Doors,Drama,7.829619,38,34,-4,3/1/1991,140,6.7,285,
Steve Jobs,Drama,16.224866,30,34,4,10/9/2015,122,6.8,1608,
Bad News Bears,Comedy,4.469459,30,34,4,7/22/2005,113,5.7,73,
Shaolin,Action,5.311245,29,34,5,1/20/2011,131,6.5,102,
The Extraordinary Adventures of AdÃ¨le Blanc-Sec,Fantasy,6.710598,25,34,9,4/9/2010,105,5.9,325,
Jay and Silent Bob Strike Back,Comedy,11.619446,22,34,12,8/22/2001,104,6.4,491,
She's the Man,Comedy,6.916201,20,34,14,3/17/2006,105,6.4,691,
Endless Love,Drama,8.757277,20,34,14,2/12/2014,103,6.7,555,
Friday After Next,Comedy,5.794821,20,34,14,11/22/2002,85,6,103,Friday Collection
Where the Heart Is,Comedy,5.833133,15,34,19,4/27/2000,120,6.9,159,
The Outsiders,Crime,6.435926,10,34,24,3/25/1983,91,6.9,293,
Devil,Horror,7.094276,10,34,24,1/13/2010,80,5.8,836,
Swimfan,Drama,8.421411,9,34,25,9/6/2002,84,5,71,
Who's Afraid of Virginia Woolf?,Drama,5.564294,8,34,26,6/21/1966,131,7.8,199,
American Psycho,Thriller,13.686715,7,34,27,4/13/2000,102,7.3,2128,American Psycho Collection
Porky's II: The Next Day,Comedy,5.269838,7,34,27,6/24/1983,98,5.2,61,"name': ""Porky's Collection"", "
The Pink Panther Strikes Again,Comedy,5.58692,6,34,28,12/15/1976,103,6.8,119,The Pink Panther (Original) Collection
Tommy,Drama,6.335814,5,34,29,3/19/1975,111,6.5,69,
Y Tu MamÃ¡ TambiÃ©n,Drama,13.962548,5,34,29,6/8/2001,106,7.3,321,
Day of the Dead,Horror,8.801822,4,34,30,7/19/1985,96,6.9,276,Living Dead Collection
Strictly Ballroom,Comedy,3.233531,3,34,31,8/20/1992,94,6.2,83,
The Wizard of Oz,Adventure,22.064932,3,34,31,8/15/1939,102,7.4,1689,
The Secret in Their Eyes,Crime,11.251632,2,34,32,8/13/2009,129,7.8,638,
Carrie,Horror,9.277692,2,34,32,11/3/1976,98,7,977,Carrie Collection
Red Planet,Thriller,8.534176,80,33,-47,11/10/2000,106,5.4,271,
Matilda,Comedy,10.034915,36,33,-3,8/2/1996,98,6.9,892,
The Box,Thriller,10.424946,30,33,3,9/17/2009,115,5.4,610,
Confessions of a Dangerous Mind,Comedy,11.331072,30,33,3,12/30/2002,113,6.6,281,
Confessions of a Dangerous Mind,Comedy,7.645827,30,33,3,12/30/2002,113,6.6,281,
Sleepless,Action,12.240817,30,33,3,1/12/2017,95,5.8,345,
Blade Runner,Science Fiction,96.272374,28,33,5,6/25/1982,117,7.9,3833,Blade Runner Collection
Dracula 2000,Thriller,6.000716,28,33,5,12/22/2000,99,4.6,150,Dracula 2000 Collection
"Hello, Dolly!",Comedy,8.407519,24,33,9,12/12/1969,146,6.6,61,
Haywire,Action,9.574817,23,33,10,11/6/2011,93,5.6,508,
Adaptation.,Comedy,11.624481,19,33,14,12/6/2002,114,7.3,649,
Tron,Science Fiction,16.574021,17,33,16,7/9/1982,96,6.6,717,TRON Collection
The Last House on the Left,Crime,13.634766,15,33,18,3/13/2009,110,6.2,449,
The November Man,Crime,13.310556,15,33,18,8/27/2014,108,6,645,
Because of Winn-Dixie,Comedy,6.067722,14,33,19,2/18/2005,106,6.1,63,
The Perks of Being a Wallflower,Drama,12.775679,13,33,20,9/20/2012,102,7.7,3056,
Katy Perry: Part of Me,Documentary,8.960713,12,33,21,6/28/2012,93,6.5,88,
The Joy Luck Club,Drama,3.01386,11,33,22,9/8/1993,139,7.1,34,
Inside Llewyn Davis,Drama,10.838063,11,33,22,10/6/2013,105,7.2,845,
"Run, Fatboy, Run",Comedy,11.840495,10,33,23,9/6/2007,100,6.2,241,
Nick and Norah's Infinite Playlist,Comedy,12.992176,9,33,24,10/3/2008,89,6.4,387,
Planet of the Apes,Science Fiction,17.784978,6,33,27,2/7/1968,112,7.5,958,Planet of the Apes Original Collection
Rosemary's Baby,Horror,11.504558,3,33,30,6/12/1968,136,7.5,892,"name': ""Rosemary's Baby Collection"", "
Friday the 13th: The Final Chapter,Horror,10.175913,3,33,30,4/13/1984,91,5.9,241,Friday the 13th Collection
2016: Obama's America,Documentary,1.221216,3,33,30,7/13/2012,87,4.6,19,
Fireproof,Drama,5.329195,1,33,32,9/26/2008,122,7,100,
Hart's War,Drama,14.116474,70,32,-38,2/15/2002,125,5.9,246,
The Soloist,Drama,11.328316,60,32,-28,4/24/2009,109,6.6,237,
Metro,Action,10.519481,55,32,-23,1/16/1997,117,5.3,136,
Sunshine,Science Fiction,12.715571,50,32,-18,4/5/2007,107,7,1210,
Reindeer Games,Thriller,12.11759,42,32,-10,2/25/2000,124,5.3,175,
Rent,Drama,9.530278,40,32,-8,11/23/2005,135,6.7,159,
For Richer or Poorer,Comedy,8.412203,35,32,-3,12/11/1997,115,5.6,43,
1941,Action,7.812379,35,32,-3,12/13/1979,113,5.6,145,
Untraceable,Drama,7.85217,35,32,-3,1/22/2008,101,5.9,241,
The Age of Innocence,Drama,8.013617,34,32,-2,9/17/1993,139,7,172,
Rob Roy,Adventure,10.193549,28,32,4,4/13/1995,139,6.5,151,
Paint Your Wagon,Drama,10.648872,20,32,12,10/15/1969,158,6.3,65,
You Again,Comedy,12.820452,20,32,12,9/24/2010,105,6,380,
Lockout,Action,8.772263,20,32,12,4/12/2012,95,5.8,722,
The Invention of Lying,Comedy,7.087161,19,32,13,9/13/2009,100,6,523,
Jennifer's Body,Comedy,13.483131,16,32,16,9/18/2009,100,5.3,858,
Alien Nation,Crime,15.133316,16,32,16,10/7/1988,91,5.9,81,Alien Nation Collection
Little Big Man,Adventure,8.186994,15,32,17,12/14/1970,139,7.5,128,
A Most Wanted Man,Thriller,10.432407,15,32,17,7/25/2014,121,6.5,545,
Robin Hood,Animation,11.179855,15,32,17,11/8/1973,83,7,1155,
Jungle Fever,Drama,7.701918,14,32,18,6/7/1991,132,6,71,
Project Almanac,Science Fiction,9.363482,12,32,20,1/29/2015,106,6.4,953,
